,Name,DateTime,OutcomeType,AnimalType,AgeuponOutcome,Color,Day_of_Week,Hour_0,Hour_12and13,Hour_14and15,Hour_16and19,Hour_17and18,Hour_7and8,Hour_9,Hour_other_time,My_Breeds_Australian Cattle Dog,My_Breeds_Australian Shepherd,My_Breeds_Border Collie,My_Breeds_Boxer,My_Breeds_Bulldog,My_Breeds_Catahoula,My_Breeds_Chihuahua Shorthair,My_Breeds_Dachshund,My_Breeds_Domestic Longhair,My_Breeds_Domestic Medium Hair,My_Breeds_Domestic Shorthair,My_Breeds_German Shepherd,My_Breeds_Husky,My_Breeds_Labrador Retriever,My_Breeds_Miniature Poodle,My_Breeds_Pit Bull,My_Breeds_Rat Terrier,My_Breeds_Rottweiler,My_Breeds_Siamese,My_Breeds_other
19980,0,2014-02-15 13:26:00,Transfer,0,3.0,Black/White,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20765,0,2014-12-06 12:31:00,Adoption,0,0.16666666666666666,Orange Tabby,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1836,1,2014-09-01 14:45:00,Adoption,0,0.16666666666666666,Black/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7317,1,2013-12-19 13:06:00,Adoption,1,1.0,Black/White,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19436,1,2015-02-19 15:11:00,Adoption,1,4.0,Black,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23675,1,2013-11-29 12:28:00,Transfer,1,1.0,Tan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19320,0,2015-06-13 09:00:00,Transfer,0,0.16666666666666666,Orange Tabby,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1696,1,2015-04-12 18:00:00,Return_to_owner,1,6.0,Black/White,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9394,1,2014-12-21 11:47:00,Return_to_owner,1,4.0,Blue,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13078,0,2013-11-21 18:23:00,Adoption,1,0.16666666666666666,White/Tan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23993,0,2014-04-11 18:13:00,Adoption,1,0.16666666666666666,Sable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20715,1,2016-01-24 18:53:00,Adoption,1,1.0,Tan/White,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26348,0,2014-03-03 18:13:00,Adoption,0,0.16666666666666666,Orange Tabby,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6375,1,2015-12-29 13:38:00,Return_to_owner,1,2.0,Sable,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18446,1,2014-12-11 19:07:00,Adoption,0,0.16666666666666666,Tortie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1259,1,2016-02-21 14:00:00,Adoption,0,8.0,Calico,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16500,1,2016-01-02 16:45:00,Adoption,1,2.0,Black,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23677,1,2014-10-29 13:09:00,Return_to_owner,1,0.5,Red,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23132,1,2014-07-18 15:04:00,Transfer,0,0.037037037037037035,Orange Tabby,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17587,0,2014-05-13 16:12:00,Transfer,0,0.05555555555555555,Lynx Point,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17353,0,2015-09-23 14:54:00,Transfer,0,0.08333333333333333,Seal Point,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24353,1,2013-12-14 13:39:00,Adoption,1,7.0,Black/White,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4555,1,2014-07-16 14:29:00,Transfer,1,0.5,Black/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24945,0,2013-12-24 15:42:00,Transfer,0,2.0,Calico,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16894,1,2014-09-27 16:25:00,Adoption,1,8.0,Brown/White,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18816,1,2014-05-21 17:56:00,Return_to_owner,1,8.0,Black,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10955,1,2013-11-01 19:24:00,Adoption,0,0.25,Black Tabby,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21893,0,2014-02-13 11:23:00,Euthanasia,0,1.0,Black Tiger/White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13163,0,2015-06-07 18:32:00,Adoption,0,0.16666666666666666,Brown Tabby,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26716,1,2015-05-02 21:04:00,Adoption,1,0.16666666666666666,White/Black,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13536,1,2015-05-22 13:50:00,Adoption,1,0.16666666666666666,Tricolor,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22618,1,2014-12-01 13:20:00,Transfer,1,6.0,Black,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21041,1,2016-01-07 14:29:00,Adoption,1,1.0,Red/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24056,1,2014-11-11 18:42:00,Return_to_owner,1,8.0,Tricolor,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1086,1,2015-02-15 11:39:00,Adoption,0,1.0,Black,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20992,1,2014-02-17 11:53:00,Adoption,1,3.0,Black/Brown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6410,1,2014-05-30 17:00:00,Transfer,0,0.08333333333333333,Black,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11133,1,2015-03-10 16:38:00,Return_to_owner,1,7.0,Black/White,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24027,0,2014-06-10 16:37:00,Transfer,1,1.0,Cream,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5292,1,2013-11-11 12:02:00,Transfer,1,2.0,White/Brown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19270,1,2014-02-20 17:10:00,Adoption,1,0.25,Black/Tan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2214,0,2014-07-04 14:56:00,Transfer,0,0.05555555555555555,Brown Tabby,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12093,1,2013-11-09 13:05:00,Adoption,0,0.16666666666666666,Blue Tabby/White,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11099,1,2014-09-10 13:50:00,Return_to_owner,0,7.0,Orange Tabby,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3880,0,2015-11-25 20:19:00,Transfer,0,1.0,Black/White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15874,1,2015-07-11 18:44:00,Adoption,0,0.16666666666666666,Brown Tabby,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16820,1,2015-02-16 13:08:00,Transfer,0,1.0,Black/White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14024,0,2014-05-15 19:39:00,Transfer,0,1.0,Black/White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19502,1,2014-05-26 17:09:00,Adoption,0,0.08333333333333333,Torbie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22847,1,2014-12-04 17:19:00,Transfer,1,3.0,Black,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11038,1,2015-09-11 16:04:00,Transfer,1,1.0,Cream,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15542,0,2015-09-30 18:54:00,Adoption,0,0.25,Blue/White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22934,1,2014-03-25 11:03:00,Transfer,0,3.0,Black/White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8135,0,2014-07-18 19:27:00,Euthanasia,0,0.08333333333333333,Black,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9064,0,2015-05-07 12:51:00,Transfer,0,0.08333333333333333,Black,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17869,1,2015-06-03 16:06:00,Return_to_owner,1,12.0,Brown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2487,1,2014-11-22 11:02:00,Return_to_owner,1,5.0,Tricolor,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15404,1,2013-10-06 14:08:00,Return_to_owner,1,0.8333333333333334,Black,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22498,1,2015-07-25 18:12:00,Adoption,0,0.25,Orange Tabby,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18892,0,2015-02-03 15:50:00,Euthanasia,0,5.0,Orange Tabby,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3958,1,2013-12-31 15:27:00,Transfer,0,3.0,Orange Tabby,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11107,1,2015-07-10 16:53:00,Adoption,1,5.0,Black/Tan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23724,0,2014-08-11 16:24:00,Died,0,0.08333333333333333,White/Brown Tabby,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26043,1,2014-01-02 11:52:00,Return_to_owner,1,7.0,Red/White,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21129,0,2015-06-24 16:39:00,Transfer,0,0.05555555555555555,Calico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21706,1,2015-01-19 15:38:00,Transfer,0,1.0,Brown Tabby/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24433,1,2014-12-02 14:32:00,Adoption,0,0.16666666666666666,Brown Tabby,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
313,0,2014-09-21 13:21:00,Transfer,0,0.05555555555555555,Tortie,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16181,0,2013-10-02 23:40:00,Transfer,1,0.6666666666666666,Brown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16445,1,2014-10-02 15:58:00,Euthanasia,1,5.0,Brown Brindle/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9886,1,2014-12-17 08:03:00,Adoption,1,2.0,Black/White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5239,1,2016-01-23 16:01:00,Transfer,1,0.08333333333333333,Yellow,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6695,1,2014-07-13 13:29:00,Adoption,1,0.9166666666666666,Black/Gray,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13194,1,2014-08-30 16:49:00,Adoption,0,0.6666666666666666,Black/White,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9096,1,2013-11-15 16:24:00,Transfer,1,0.9166666666666666,White/Tan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25923,1,2015-12-26 12:34:00,Adoption,1,5.0,Brown Brindle/White,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13474,1,2015-07-20 16:06:00,Return_to_owner,1,2.0,Red/White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2226,1,2014-07-31 18:59:00,Return_to_owner,1,2.0,Black/White,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6121,0,2014-09-07 18:06:00,Transfer,1,0.3333333333333333,Black/Tan,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5504,0,2014-10-16 18:32:00,Transfer,0,0.05555555555555555,Orange Tabby,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21115,1,2016-01-15 14:53:00,Transfer,1,0.08333333333333333,Tricolor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14876,0,2014-04-02 17:56:00,Transfer,0,0.018518518518518517,Black/White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21369,0,2014-08-31 11:39:00,Transfer,1,0.3333333333333333,Black/White,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11980,1,2013-11-22 15:19:00,Transfer,1,0.8333333333333334,Brown Brindle/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
229,0,2013-12-02 14:10:00,Transfer,1,5.0,Black/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21920,1,2015-11-11 11:42:00,Return_to_owner,0,3.0,Orange Tabby,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4972,1,2015-06-17 15:27:00,Return_to_owner,0,8.0,White/Blue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4983,0,2014-02-03 15:42:00,Euthanasia,0,4.0,Black/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25175,1,2015-10-28 00:00:00,Transfer,1,1.0,White/Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11574,0,2014-07-23 08:23:00,Euthanasia,1,2.0,Brown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23708,1,2014-11-03 11:47:00,Adoption,0,0.16666666666666666,Calico,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16490,1,2015-05-04 13:46:00,Adoption,1,1.0,Brown/Tan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13174,1,2015-11-05 11:37:00,Return_to_owner,1,2.0,Chocolate,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22900,1,2014-09-26 13:26:00,Euthanasia,1,2.0,Chocolate,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5841,1,2014-03-03 15:52:00,Transfer,1,3.0,Black,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6489,1,2015-11-03 11:52:00,Transfer,0,0.07407407407407407,Blue Tabby,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11032,1,2014-08-03 17:17:00,Adoption,0,0.08333333333333333,Black,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17231,0,2014-11-06 17:55:00,Euthanasia,0,0.08333333333333333,Tortie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8722,1,2015-10-12 12:16:00,Transfer,1,0.3333333333333333,Black/White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18515,1,2015-09-21 15:55:00,Transfer,0,0.08333333333333333,Torbie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9377,0,2014-11-14 12:24:00,Euthanasia,0,4.0,Calico,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1606,0,2014-05-11 15:01:00,Transfer,0,0.037037037037037035,Black/White,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7185,0,2015-01-02 17:36:00,Adoption,0,0.16666666666666666,Flame Point,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5037,0,2015-07-21 14:51:00,Transfer,1,0.3333333333333333,Black/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4888,0,2015-07-14 09:00:00,Transfer,0,1.0,Orange Tabby,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1738,1,2014-07-04 15:40:00,Return_to_owner,1,1.0,Black/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10272,0,2014-07-29 17:06:00,Transfer,0,0.05555555555555555,Brown Tabby,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
452,0,2015-06-29 17:44:00,Adoption,0,0.16666666666666666,Blue,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12378,0,2015-06-23 13:33:00,Euthanasia,0,0.08333333333333333,Black/White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12674,1,2014-04-24 12:34:00,Return_to_owner,1,5.0,Tan/White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18185,1,2014-05-21 13:55:00,Adoption,0,0.16666666666666666,Orange Tabby,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13122,1,2015-08-25 12:05:00,Transfer,1,1.0,Blue Tick/White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8315,1,2014-07-30 13:46:00,Transfer,0,1.0,Blue,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8011,1,2015-03-17 16:28:00,Transfer,1,2.0,Black/Gray,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17678,0,2014-03-07 18:20:00,Adoption,1,0.16666666666666666,Brown/Black,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,1,2015-09-02 14:59:00,Transfer,1,2.0,Black/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3955,0,2013-10-10 16:59:00,Transfer,1,1.0,Tan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8597,1,2015-08-02 12:20:00,Return_to_owner,1,3.0,White/Black,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5989,1,2016-02-07 16:35:00,Return_to_owner,1,5.0,Brown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
985,1,2015-05-30 18:10:00,Return_to_owner,1,12.0,Chocolate/Tan,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20146,1,2015-05-02 14:32:00,Return_to_owner,1,5.0,Black/Brown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3009,1,2015-01-09 18:23:00,Return_to_owner,1,1.0,Black/White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7994,1,2015-12-21 15:20:00,Return_to_owner,1,1.0,Black/Tan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14363,1,2015-08-01 00:00:00,Adoption,0,0.16666666666666666,Brown Tabby/White,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14852,0,2015-06-19 00:00:00,Transfer,1,0.08333333333333333,Black,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4792,1,2015-06-30 11:20:00,Transfer,1,1.0,Blue,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
442,1,2014-08-05 16:09:00,Return_to_owner,1,6.0,Tricolor,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26679,0,2013-11-30 18:33:00,Transfer,1,0.3333333333333333,Brown,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14242,0,2015-08-18 09:00:00,Transfer,0,0.4166666666666667,Cream Tabby/White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11339,1,2014-08-14 11:50:00,Adoption,0,0.16666666666666666,Orange Tabby,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7714,0,2014-10-12 09:00:00,Transfer,0,2.0,Black,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21892,1,2015-01-18 18:41:00,Adoption,1,2.0,White,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1509,1,2014-09-27 14:51:00,Adoption,1,1.0,Tan/White,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22458,0,2014-09-08 18:51:00,Transfer,0,0.005479452054794521,Black,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5143,0,2013-12-11 12:49:00,Transfer,0,0.08333333333333333,White/Cream,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15719,1,2015-03-01 17:51:00,Adoption,1,5.0,Cream,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14577,0,2015-09-19 18:53:00,Transfer,0,1.0,Brown Tabby,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12104,1,2015-10-10 13:56:00,Transfer,1,1.0,Brown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26557,1,2014-04-29 17:24:00,Adoption,1,0.8333333333333334,Black/White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19915,1,2015-01-26 12:45:00,Return_to_owner,1,0.6666666666666666,Tricolor,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11725,0,2014-10-20 13:50:00,Transfer,0,7.0,White/Brown Tabby,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16531,1,2015-02-01 11:24:00,Adoption,0,2.0,Lynx Point,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
